Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
1972 Fairmont Ave,93611,Sep-20,"455,000",4,3,"2,609",TRUE,"9,147",29
1422 Rall Ave,93611,ep-20,"305,000",3,2,"1,271",TRUE,"6,490",43
3521 E Buckingham Ave,93619,ep-20,"335,000",3,1.75,"1,504",TRUE,"4,499",6
1638 Glen Kippen Ln,93619,ep-20,"340,000",3,2.75,"1,971",TRUE,"3,049",15
3517 Infusion Way,93619,ep-20,"360,000",3,3,"1,946",TRUE,"2,421",6
1658 N Osmun Ave,93619,ep-20,"445,000",3,3,"2,265",TRUE,"6,098",14
2864 Rialto Ave,93611,ep-20,"350,000",3,2,"1,642",TRUE,"6,969",17
3334 Sierra Madre Ave,93619,ep-20,"373,000",3,2,"1,783",TRUE,"8,398",13
1342 Joy Dr,93619,ep-20,"300,000",3,2.5,"1,660",TRUE,-1,2021
206 Moody Ave,93619,ep-20,"400,000",3,2,"1,700",TRUE,"8,633",15
1026 N Cherry Ln,93611,ep-20,"695,000",4,3,"3,120",TRUE,0.30 a,20
1003 Ezie Ave,93611,ep-20,"310,000",3,2.5,"1,545",TRUE,"8,611",44
2580 Purvis Ave,93611,ep-20,"350,000",3,2.75,"2,034",TRUE,"8,250",30
6630 N Locan Ave,93619,ep-20,"700,000",5,2.5,"2,770",TRUE,2.49 a,45
1001 Sylmar Ave #96,93612,Aug-20,"48,000",2,2,"1,440",TRUE,-1,48
52 W National Ave,93612,Aug-20,"282,000",3,1.75,"1,144",TRUE,"6,730",48
540 W Warwick Ave,93619,Aug-20,"427,500",3,2,"1,833",TRUE,"6,507",12
10481 E Lylewood Way,93619,Aug-20,"393,000",4,2,"2,344",TRUE,"7,405",20
2079 Whiteash Ave,93619,Aug-20,"451,000",4,2,"2,129",TRUE,"8,189",12
3174 Swift Ave,93619,Aug-20,"315,000",2,2,"1,215",TRUE,"5,161",10
3631 Descanso Ave,93619,Aug-20,"550,000",4,4,"3,292",TRUE,"5,998",1
1039 N Burgan Ave,93611,Aug-20,"525,000",5,3,"2,686",TRUE,"9,000",19
9857 N Fowler Ave,93619,Aug-20,"599,000",6,4,"4,102",TRUE,2.28 a,43
2081 Serena Ave,93619,Aug-20,"590,000",4,4,"3,715",TRUE,"8,542",17
197 Minarets Ave,93611,Aug-20,"462,000",4,2,"1,996",TRUE,"9,975",23
1585 N Piccadilly Ln,93619,Aug-20,"275,000",3,3,"1,203",TRUE,"1,742",7
1486 Haroldsen Ln,93619,Aug-20,"495,000",4,3,"2,323",TRUE,"9,286",3
4213 Serena Ln,93619,Aug-20,"370,000",4,3,"2,101",TRUE,"3,049",13
2210 Swift Ave,93611,Aug-20,"499,900",4,2,"1,816",TRUE,0.26 a,2021
1585 N Piccadilly Ln,93619,Aug-20,"275,000",3,3,"1,203",TRUE,"1,742",7
2500 Dovewood Ave,93611,Aug-20,"370,000",3,2,"1,742",TRUE,"7,405",25
10483 E Cedarwood Ct,93619,Aug-20,"590,000",4,4,"2,726",TRUE,0.28 a,19
3287 McKelvy Ave,93611,Aug-20,"418,000",4,3,"2,280",TRUE,"10,018",29
1682 N Broadbent Ln,93619,Aug-20,"525,000",5,3,"3,028",TRUE,"6,899",7
2271 Miami Ave,93611,Aug-20,"269,000",3,1.75,"1,435",TRUE,"7,150",42
3761 Griffith Ave,93619,Aug-20,"335,000",3,2,"1,580",TRUE,"4,900",3
588 W San Jose Ave,93612,Aug-20,"270,000",3,2,"1,370",TRUE,"5,998",60
582 W Omaha Ave,93619,Aug-20,"549,900",5,3,"3,291",TRUE,"10,000",22
2620 Muncie Ave,93619,Aug-20,"645,000",3,2.5,"2,695",TRUE,"10,454",9
1060 N Dewitt Ave,93611,Aug-20,"478,000",3,3,"2,563",TRUE,"8,816",21
1500 Villa Ave #53,93612,Aug-20,"80,000",2,2,"1,128",TRUE,-1,46
81 W Serena Ave,93619,Aug-20,"464,000",3,3,"2,721",TRUE,"6,181",16
516 W Mesa Ave,93612,Aug-20,"362,500",6,4,"2,572",TRUE,"8,502",47
3550 Muse Way,93619,Aug-20,"283,500",3,2.5,"1,212",TRUE,"2,178",5
2056 Boccioni Ln,93611,Aug-20,"215,000",2,1.75,"1,140",TRUE,"1,481",13
3265 Del Dios Ave,93619,Aug-20,"360,000",3,3,"1,833",TRUE,"4,356",7
3518 Significant Way,93619,Aug-20,"300,000",3,2.5,"1,660",TRUE,"2,178",4
473 W Omaha Ave,93619,Aug-20,"615,000",5,3,"3,291",TRUE,0.33 a,22
1613 Holland Ave,93611,Aug-20,"275,000",3,2,"1,275",TRUE,"7,875",36
21642 Tollhouse Rd,93619,Aug-20,"405,000",4,3,"2,684",TRUE,3.97 a,28
2525 Fairmont Ave,93611,Aug-20,"475,000",3,3,"2,064",TRUE,0.33 a,21
1509 Douglas Ave,93611,Aug-20,"485,000",5,3,"3,479",TRUE,0.32 a,42
61 W Serena Ave,93619,Aug-20,"395,000",3,2,"1,800",TRUE,"6,181",15
1415 Wrenwood Ave,93611,Aug-20,"245,000",3,2,"1,307",TRUE,"7,474",46
3912 Morris Ln,93619,Aug-20,"387,896",3,3,"2,058",TRUE,"4,147",0
1045 Sanders Ave,93619,Aug-20,"465,000",5,4,"3,243",TRUE,"4,948",2
3912 Morris Ln,93619,Aug-20,"387,896",3,3,"2,058",TRUE,"4,147",0
1738 Goshen Ave,93611,Aug-20,"480,000",5,3,"2,815",TRUE,"10,079",26
965 Sanders Ave,93619,Aug-20,"418,560",4,3,"2,522",TRUE,"4,950",0
3431 Smith Ln,93619,Aug-20,"330,000",3,2,"1,559",TRUE,"4,002",4
3231 Salem Ave,93619,Aug-20,"555,000",3,3,"2,726",TRUE,"7,623",2
612 Lincoln Ave,93612,Aug-20,"260,000",3,1,"1,456",TRUE,"7,405",71
162 N Helm Ave,93612,Aug-20,"408,070",4,2,"1,851",TRUE,"8,001",17
245 N McKelvy Ave,93611,Aug-20,"340,000",3,2,"1,735",TRUE,"7,845",29
2724 Burlingame Ave,93611,Aug-20,"345,000",4,2,"1,787",TRUE,"6,242",25
2936 Robinwood Ave,93611,Aug-20,"440,000",5,3,"2,404",TRUE,"7,405",17
3653 Elevations Way,93619,Aug-20,"302,500",3,3,"1,595",TRUE,"1,800",9
1971 N Duke Ave,93619,Aug-20,"580,000",4,2,"2,251",TRUE,0.40 a,14
1983 N Miramar Ln,93619,Aug-20,"335,000",4,2.5,"1,979",TRUE,"3,267",15
1625 Willow Ave,93612,Aug-20,"191,400",2,1.75,"1,320",TRUE,"2,565",39
669 W Pat Dr,93612,Aug-20,"268,000",3,1.75,"1,420",TRUE,"6,446",51
2144 Lester Ave,93619,ug-20,"485,000",4,3,"2,595",TRUE,"7,875",17
715 W Brittany Ln,93619,ug-20,"336,000",3,2.75,"1,979",TRUE,"3,036",17
1051 N Armstrong Ave,93611,ug-20,"500,000",3,3,"2,478",TRUE,0.27 a,21
1719 Athens Ave,93611,ug-20,"375,000",3,2,"1,600",TRUE,"7,474",24
44 W Scandia Ln,93619,ug-20,"326,000",3,2.5,"1,601",TRUE,"3,036",16
3497 Junipero Ave,93619,ug-20,"380,000",3,2,"1,864",TRUE,"6,751",1
729 N Fordham Ave,93611,ug-20,"316,000",3,1.75,"1,524",TRUE,"7,453",28
2896 Paula Dr,93612,ug-20,"260,000",3,2,"1,196",TRUE,"5,998",52
1923 N Ryan Ave,93619,ug-20,"675,000",5,3,"3,400",TRUE,"10,890",15
3081 Glacier Ln,93619,ug-20,"285,000",2,2,"1,141",TRUE,-1,2021
1065 Polson Ave,93612,ug-20,"300,000",3,2,"1,236",TRUE,"6,100",34
1544 San Gabriel Ave,93611,ug-20,"343,000",4,2,"1,919",TRUE,0.30 a,42
1150 3rd St,93612,ug-20,"300,000",2,1,"1,612",TRUE,0.28 a,96
2065 Boccioni Ln,93611,ug-20,"215,000",2,2,"1,140",TRUE,"1,507",12
4141 San Gabriel Ave,93619,ug-20,"332,500",3,2,"1,650",TRUE,"3,750",3
1879 Megan Ave,93611,ug-20,"395,000",4,2,"2,030",TRUE,"8,049",17
128 W Vermont Ave,93619,ug-20,"447,000",4,2,"2,104",TRUE,0.34 a,19
1478 Scott Ave,93611,ug-20,"263,000",3,2,"1,453",TRUE,"6,795",46
26106 Pittman Hill Rd,93619,ug-20,"355,000",3,2,"1,624",TRUE,7.90 a,30
1924 Polson Ave,93611,ug-20,"389,900",4,3,"2,556",TRUE,"6,499",25
2125 San Jose Ave,93611,ug-20,"307,000",3,2,"1,506",TRUE,"10,118",36
328 W Vermont Ave,93619,Jul-20,"465,000",3,3,"2,220",TRUE,"10,018",19
944 W Pico Ave,93612,Jul-20,"230,000",3,2,"1,100",TRUE,"5,401",52
190 N Hughes Ave,93612,Jul-20,"384,000",4,1,-1,TRUE,"10,750",41
1703 De Wolf Ave,Clovis,Jul-20,"485,000",2,1,-1,TRUE,-1,20
1478 Morris Ave,93611,Jul-20,"280,000",3,2,"1,715",TRUE,"6,420",39
119 Adler Ave,93612,Jul-20,"412,000",3,2,"2,137",TRUE,"9,504",32
2471 Poe Ave,93611,Jul-20,"479,000",4,3,"2,714",TRUE,"7,740",26
3466 Trenton Ln,93619,Jul-20,"430,000",3,4,"2,298",TRUE,"6,420",7
311 W Paul Ave,93612,Jul-20,"354,000",3,3,"2,738",TRUE,"5,227",28
3398 Wrenwood Ave,93619,Jul-20,"585,000",5,4,"3,660",TRUE,"10,454",4
966 Carmelita Ave,93619,Jul-20,"503,500",3,5,"3,058",TRUE,"5,130",0
1477 Jordan Ave,93611,Jul-20,"682,500",4,3,"2,672",TRUE,"8,751",1
4708 N Crestmoor Ave,93619,Jul-20,"610,000",5,3,"3,150",TRUE,-1,2021
742 McArthur Ave,93611,Jul-20,"390,000",4,2.75,"2,440",TRUE,"10,772",30
3955 Ramona Ave,93619,Jul-20,"390,000",4,3,"2,536",TRUE,"4,848",2
3233 Monviso Ln,93619,Jul-20,"302,000",3,2.75,"1,560",TRUE,"2,879",7
1294 Oak Ave,93611,Jul-20,"430,000",4,2,"2,910",TRUE,"7,487",27
60 N Hughes Ave,93612,Jul-20,"295,000",3,2,"1,556",TRUE,"6,499",43
2372 Trenton Ave,93619,Jul-20,-1,4,3,"2,999",TRUE,0,20
3038 Aerial Ln,93619,Jul-20,-1,3,2.5,"1,560",TRUE,"3,149",5
869 Hermosa Ave,93619,Jul-20,"490,000",4,3.75,"2,971",TRUE,"7,819",3
2372 Trenton Ave,93619,Jul-20,-1,4,3,"2,999",TRUE,0,20
10416 E Fieldstone Ave,93619,Jul-20,"430,000",5,3.5,"3,224",TRUE,"7,200",19
1812 N Graybark Ave,93619,Jul-20,"390,000",3,2,"1,995",TRUE,"9,247",15
2042 Ellery Ave,93611,Jul-20,"395,000",3,2,"2,336",TRUE,"8,398",36
2543 Paul Ave,93611,Jul-20,"345,000",4,2,"1,735",TRUE,"7,453",31
3435 La Jolla Ave,93619,Jul-20,"355,500",3,2,"1,870",TRUE,"5,311",0
652 N Shirley Ave,93611,Jul-20,"300,000",4,2,"1,550",TRUE,"6,534",27
2763 Nees Ave,93611,Jul-20,"643,500",3,3,"2,200",TRUE,2.39 a,39
1645 Carolina Ave,93611,Jul-20,"480,000",5,3,"2,815",TRUE,0.30 a,27
1952 N McArthur Ave,93619,Jul-20,"526,000",5,3,"2,601",TRUE,"7,875",16
2955 Roberts Ave,93611,Jul-20,"430,000",4,3,"2,287",TRUE,"8,886",16
221 W Bedford Ave,93611,Jul-20,"338,000",3,2,"1,550",TRUE,"4,382",26
3561 Lansing Ave,93619,Jul-20,"377,500",4,3,"2,013",TRUE,"4,550",4
1562 McKelvy Ave,93611,Jul-20,"525,000",4,3,"2,510",TRUE,"8,250",27
581 W Derbyshire Ln,93619,Jul-20,"725,000",3,2,"2,432",TRUE,"9,029",13
1955 N Jasmine Ave,93619,Jul-20,"585,000",4,2.75,"2,949",TRUE,0.27 a,17
3071 Redington Ave,93619,Jul-20,"310,000",3,2,"1,215",TRUE,"3,824",10
1311 Purvis Cir,93611,Jul-20,"297,500",3,1.75,"1,453",TRUE,"7,701",45
1672 Norwich Ave,93611,Jul-20,"225,000",4,1.75,"1,813",TRUE,0.26 a,37
1018 El Molino Ave,93619,Jul-20,"447,000",4,3,"2,664",TRUE,"5,010",0
2641 Buckingham Ave,93611,Jul-20,"429,000",5,3,"3,163",TRUE,"7,422",18
1824 Stonebrook Ln E,93611,Jul-20,"325,500",3,2,"1,681",TRUE,"4,268",24
2990 Terry Ave,93612,Jul-20,"260,000",3,2,"1,470",TRUE,"8,015",38
2947 Twain Ave,93611,Jul-20,"356,000",3,3,"1,628",TRUE,"7,562",17
3228 Rialto Ave,93619,Jul-20,"412,000",3,2.5,"2,119",TRUE,"9,121",15
2602 Purdue Ave,93611,Jul-20,"252,000",4,1.75,"1,570",TRUE,"10,450",43
4358 Salem Ln,93619,Jul-20,"480,000",4,3,"2,522",TRUE,"4,839",6
265 W Birch Ave,93611,Jul-20,"275,000",3,2,"1,110",TRUE,"5,998",23
10579 E Fieldstone Ave,93619,Jul-20,"376,000",3,2.5,"2,306",TRUE,"10,711",20
3854 Hampton Way,93619,Jul-20,"322,500",3,2,"1,440",TRUE,-1,2021
3086 Kenosha Ave,93619,Jul-20,"620,000",4,4,"2,785",TRUE,"8,751",3
1515 Purvis Ave,93611,Jul-20,"350,000",3,1.75,"1,694",TRUE,"9,382",36
1693 N Broadbent Ln,93619,Jul-20,"530,000",5,3.5,"3,331",TRUE,"6,420",7
1635 Scott Pl,93611,Jul-20,"335,000",4,2,"1,594",TRUE,"7,230",46
358 W Vermont Ave,93619,Jul-20,"604,000",5,3.5,"3,257",TRUE,"10,001",19
930 Brookside Dr,93612,Jul-20,"230,000",4,1.75,"1,221",TRUE,"6,969",48
2113 Everglade Ave,93619,Jul-20,"495,000",4,2,"2,384",TRUE,"7,562",17
1911 N Rogers Ave,93619,Jul-20,"450,000",4,2,"2,104",TRUE,"9,618",14
3501 Muse Way,93619,Jul-20,"297,000",3,2.5,"1,608",TRUE,"2,522",4
4082 Salem Ln,93619,Jul-20,"349,000",3,2,"1,613",TRUE,"4,839",8
1842 N Whitehorse Ln,93619,Jul-20,"470,000",4,3,"2,257",TRUE,"8,398",6
1023 N Karen Ave,93611,Jul-20,"460,000",3,2.5,"2,535",TRUE,"8,250",23
447 W Keats Ave,93612,Jul-20,"245,000",3,1.5,"1,630",TRUE,"5,998",60
4684 N Emerald Peak Dr,93619,Jul-20,"340,000",3,2,"1,942",TRUE,"7,021",17
16015 Sample Rd,93619,Jul-20,"1,000,000",4,3.5,"3,208",TRUE,19.98 a,35
4185 Alamos Ave,93619,Jul-20,"360,000",3,1.75,"1,899",TRUE,"5,227",2
1659 Glen Dunbar Ln,93619,Jul-20,"292,000",2,2,"1,271",TRUE,"3,219",15
1724 Laverne Ave,93611,Jul-20,"286,000",3,2,"1,268",TRUE,"7,215",46
2470 Lombard Ln,93619,Jul-20,"293,500",3,2.5,"1,212",TRUE,"3,571",2021
3830 Leigh Ln,93619,Jul-20,"390,000",3,2,"1,855",TRUE,"5,823",2
2534 Las Rosas Ave,93619,Jul-20,"396,000",4,1.5,"2,000",TRUE,"6,534",2
1195 N Jasmine Ave,93611,Jul-20,"490,000",4,3,"2,464",TRUE,"7,840",14
3688 Richmond Ave,93619,Jul-20,"312,500",4,3,"1,595",TRUE,"2,086",8
5038 E Cole Ave,93619,Jul-20,"690,000",4,3,"2,865",TRUE,2.00 a,41
6854 N Leonard Ave,93619,Jul-20,"860,000",6,5,"3,431",TRUE,2.01 a,17
815 Joliet Ln,93619,Jul-20,"299,000",3,2.5,"1,464",TRUE,"3,654",13
3813 Hannah Ln,93619,Jul-20,"427,000",4,3,"2,316",TRUE,"5,662",0
1870 N Hanson Ave,93619,Jul-20,"885,000",5,3.5,"4,183",TRUE,"7,501",5
2257 Stanford Ave,93611,Jul-20,"320,000",4,2,"1,570",TRUE,"7,261",43
161 W Pilgrim Ln,93612,Jul-20,"207,000",3,2.5,"1,507",TRUE,"1,350",36
2524 Sierra Madre Ave,93611,Jul-20,"449,000",4,2.5,"2,060",TRUE,0.32 a,20
466 W Tenaya Ave,93612,Jul-20,"450,000",4,3,"2,335",TRUE,0.32 a,38
4247 Salem Ln,93619,Jul-20,"455,000",5,3,"2,428",TRUE,"4,839",6
1999 N Nicolette Ave,93619,Jul-20,"490,000",4,2,"2,521",TRUE,"8,751",12
1659 N Monaco Ln,93619,Jul-20,"330,000",3,2.5,"1,818",TRUE,"3,219",18
1018 Ramona Ave,93612,Jul-20,"267,500",3,2,"1,380",TRUE,"5,227",27
3426 Saginaw Ave,93619,Jul-20,"365,000",4,3,"2,013",TRUE,"4,356",5
1942 N Todd Hedrick Ln,93619,Jul-20,"359,000",4,2.75,"1,960",TRUE,"3,219",13
2063 Alluvial Ave,93611,Jul-20,"399,000",3,2,"1,515",TRUE,0.92 a,60
1440 Fir Ave,93611,Jul-20,"315,000",4,2,"1,524",TRUE,"5,998",28
1893 N Filbert Ave,93619,Jul-20,"740,000",7,1,-1,TRUE,0.31 a,17
1652 N Villa Ave,93619,Jul-20,"393,000",3,2,"1,700",TRUE,"8,624",19
26 W Bohemia Ln,93619,Jul-20,"333,000",3,3,"1,828",TRUE,"3,036",14
1559 Lambourn Way,93619,Jul-20,"265,000",3,3,"1,212",TRUE,"2,051",2
2460 Lombard Ln,93619,Jul-20,"295,000",3,2.5,"1,212",TRUE,"2,570",2021
1926 Minarets Ln,93611,Jul-20,"308,000",3,2.5,"1,648",TRUE,"2,134",2021
27723 Paradise Valley Ln,93619,Jul-20,"672,000",4,3,"3,039",TRUE,40.00 a,24
685 W Edinburgh Ln,93619,Jul-20,"300,000",3,2,"1,271",TRUE,"3,312",15
1711 Fowler Ave,93611,Jul-20,"315,000",4,2,"1,522",TRUE,"7,117",47
4056 Portals Ave,Clovis,Jul-20,"347,000",3,1,-1,TRUE,-1,2021
3494 Bellaire Ave,93619,Jul-20,"365,000",3,2.5,"1,833",TRUE,"4,390",6
3042 Everglade Ave,93619,Jul-20,"430,000",3,2,"2,145",TRUE,"8,398",15
931 Stanford Ave,93611,Jul-20,"329,000",3,1.75,"1,837",TRUE,"8,964",43
6252 N Sheridan Rd,93619,Jul-20,"590,000",3,2,"2,279",TRUE,2.28 a,40
872 Fedora Ave,93612,Jul-20,"200,000",3,2,"1,620",TRUE,"10,846",27
3875 Richmond Ave,93619,Jul-20,-1,3,2,"1,452",TRUE,"3,201",12
3386 Trenton Ave,93619,Jul-20,"1,380,000",5,4,"4,250",TRUE,0.34 a,2
344 N Greco Ln,93611,Jul-20,"210,000",2,1.75,"1,140",TRUE,-1,2021
1110 Palo Alto Ave,93612,Jul-20,"285,000",3,2,"1,234",TRUE,"6,298",31
713 Burl Ave,93611,Jul-20,"308,100",3,1.75,"1,965",TRUE,"8,886",30
1727 N Hughes Ave,93619,Jul-20,"410,000",3,2,"1,800",TRUE,"6,242",15
739 W Beverly Dr,93612,Jul-20,"295,000",4,2.5,"1,733",TRUE,"6,272",44
5445 N McCall Ave,93619,Jul-20,"465,000",3,2,"1,887",TRUE,2.30 a,43
2366 Sierra Ave,93611,Jul-20,"255,000",4,1.75,"1,844",TRUE,4.70 a,54
1769 Megan Ave,93611,Jul-20,"394,000",3,2,"2,030",TRUE,"7,701",16
4060 Trenton Ave,93619,Jul-20,"340,000",4,2.75,"1,928",TRUE,"2,482",11
808 Toulouse Ln,93619,Jul-20,"354,000",3,2.5,"2,137",TRUE,"3,449",14
2846 Dennis Ave,93611,Jul-20,"330,000",3,2,"1,349",TRUE,-1,2021
3318 Powers Ave,93619,Jul-20,"563,000",4,3,"2,600",TRUE,"8,751",15
3253 Stanford Ave,93611,Jul-20,"348,000",4,2,"1,940",TRUE,"7,405",32
1857 Bedford Ave,93611,Jul-20,"440,000",3,2,"2,040",TRUE,0.25 a,16
8163 N Fowler Ave,93619,Jul-20,"1,350,000",5,3.5,"3,798",TRUE,2.40 a,3
11900 Mendocino Ave,93619,Jul-20,"462,000",3,2,"1,531",TRUE,50.00 a,31
3848 Fairmont Ave,93619,Jul-20,"372,000",3,2.5,"2,112",TRUE,"5,357",5
3503 Magnificent Way,93619,Jul-20,"305,000",3,3,"1,648",TRUE,"1,995",4
3953 Serena Ave,93619,Jul-20,"485,000",4,3.25,"2,128",TRUE,"8,712",11
4060 Trenton Ave,93619,Jul-20,"340,000",4,2.75,"1,928",TRUE,"2,482",11
38 W Norwich Ave,93612,Jul-20,"275,000",3,1.75,"1,404",TRUE,"6,930",48
4728 N Fallingwater Ln,93619,Jul-20,"580,000",5,4,"3,782",TRUE,0.29 a,14
3655 N Thompson Ave,93619,Jul-20,"305,000",3,2,"1,440",TRUE,4.80 a,44
436 Harvard Ave,93612,Jul-20,"325,000",3,2,"1,420",TRUE,"7,100",91
4672 N Windward Way,93619,Jul-20,"390,000",3,2,"1,791",TRUE,"8,712",17
1740 N Hornet Ave,93619,Jul-20,"528,500",3,3,"2,278",TRUE,-1,2021
75 Oxford Ave,93612,Jul-20,"360,000",3,2,"2,070",TRUE,0.29 a,42
533 W Omaha Ave,93619,Jul-20,"509,000",4,3,"2,517",TRUE,"8,502",21
4237 Serena Ln,93619,Jul-20,"338,000",3,2,"1,623",TRUE,"3,702",13
724 W Santa Ana Ave,93612,Jul-20,"255,000",3,1.75,"1,313",TRUE,"6,098",55
5034 N Indianola Ave,93619,Jul-20,"590,000",3,3,"3,753",TRUE,4.16 a,31
2691 Dennis Ave,93611,Jul-20,"315,000",4,2,"1,494",TRUE,"6,599",26
2937 Twinberry Ave,93619,Jul-20,"558,000",5,4,"3,626",TRUE,"7,906",6
1572 Robinwood Ave,93611,Jul-20,"300,000",3,2,"1,526",TRUE,"6,534",45
3772 Wrenwood Ave,93619,Jul-20,"485,000",4,3.75,"2,971",TRUE,"6,534",5
2675 Burgan Ave,93611,Jul-20,"502,000",4,3,"2,508",TRUE,"9,147",5
3058 Ashcroft Ave,93619,Jul-20,"398,000",4,2.5,"2,743",TRUE,"8,624",15
2937 Twinberry Ave,93619,Jul-20,"558,000",5,4,"3,626",TRUE,"7,906",6
2691 Dennis Ave,93611,Jul-20,"315,000",4,2,"1,494",TRUE,"6,599",26
3336 Dennis Ave,93619,Jul-20,"460,000",4,2,"2,266",TRUE,"8,468",10
3772 Wrenwood Ave,93619,Jul-20,"485,000",4,3.75,"2,971",TRUE,"6,534",5
3564 Cordova Ave,93619,Jul-20,"472,500",5,4,"3,024",TRUE,"4,499",1
2820 Lincoln Ave,93611,Jul-20,"344,000",3,1.75,"1,646",TRUE,"8,363",18
2270 Deauville Cir,93619,Jul-20,"585,000",4,3,"3,437",TRUE,"9,121",17
3324 Sierra Madre Ave,93619,Jul-20,"455,000",4,3,"2,491",TRUE,"7,840",13
1578 Gettysburg Ave,93611,Jul-20,-1,3,1.75,"1,540",TRUE,"7,797",40
2686 Palo Alto Ave,93611,Jul-20,"340,000",3,2,"1,787",TRUE,"6,181",25
10405 E Lylewood Way,93619,Jul-20,"349,000",4,2,"2,344",TRUE,"7,200",20
729 W Indianapolis Ave,93612,Jul-20,"257,000",3,1.75,"1,100",TRUE,"6,599",50
4013 Flint Ave,93619,Jul-20,"430,000",3,3,"2,277",TRUE,"6,534",2
2868 Graybark Ave,93619,Jul-20,"549,000",5,3,"3,067",TRUE,0.29 a,7
3174 Laverne Ave,93611,ul-20,"400,000",4,3,"2,674",TRUE,"8,712",15
4171 San Gabriel Ave,93619,ul-20,"320,000",3,2,"1,635",TRUE,"3,750",3
1534 Tollhouse Ln,93611,ul-20,"245,000",3,2,"1,445",TRUE,"1,999",35
2445 Mitchell Ave,93611,ul-20,"318,000",3,1.75,"1,676",TRUE,"7,562",34
8 San Gabriel Ave,93612,ul-20,"240,000",3,2,"1,320",TRUE,"6,969",29
1770 N Bush Ave,93619,ul-20,"505,000",5,3,"2,854",TRUE,"10,018",19
3044 Burgan Ave,93611,ul-20,"371,000",3,2,"1,707",TRUE,"8,851",34
2222 Harvard Ave,93612,ul-20,"355,000",5,4,"2,282",TRUE,"10,890",36
2090 Hanson Ave,93611,ul-20,"307,000",4,2.5,"1,564",TRUE,"5,501",20
3251 Enterprise Ave,93619,ul-20,"536,000",4,2.5,"2,496",TRUE,"8,751",3
2356 Los Altos Ave,93611,ul-20,"330,000",3,2,"1,698",TRUE,"7,649",34
4034 Heritage Ln,93619,ul-20,"408,000",4,3,"2,202",TRUE,"4,839",11
3175 Prescott Ave,93619,ul-20,"525,500",4,2,"2,145",TRUE,"9,940",14
2145 Boccioni Ln,93611,ul-20,"215,000",2,2,"1,140",TRUE,"1,507",12
2864 Deauville Ave,93619,ul-20,"537,000",3,3,"2,600",TRUE,"6,480",1
632 W Palo Alto Ave,93612,ul-20,"440,000",5,3,"2,398",TRUE,0.31 a,16
1062 N Claremont Ave,93611,ul-20,"340,000",3,2,"1,752",TRUE,"6,198",27
3180 Redington Ave,93619,ul-20,"318,000",3,2,"1,379",TRUE,"7,400",10
25 N Burgan Ave,93611,ul-20,"380,000",4,3,"2,512",TRUE,"6,298",26
3772 Euphoria Pl,93619,ul-20,"295,000",3,3,"1,648",TRUE,"2,051",3
1860 N Hanson Ave,93619,ul-20,"684,500",3,3,"2,725",TRUE,"7,501",6
2539 Stuart Ave,93611,ul-20,"260,000",3,2,"1,560",TRUE,"7,819",30
2105 Agua Dulce Ave,93619,ul-20,"360,000",3,2,"1,899",TRUE,"5,998",1
1504 N Vanguard Way,93619,ul-20,"305,000",3,2.5,"1,667",TRUE,"2,130",7
3649 Flint Ave,93619,ul-20,"425,000",4,3,"2,399",TRUE,"5,227",2
1451 N Harvard Ave,93619,ul-20,"615,000",4,3,"2,876",TRUE,0.29 a,17
3765 Robinwood Ave,93619,ul-20,"322,000",3,2,"1,515",TRUE,"5,819",6
1964 Polson Ave,93611,ul-20,"356,000",4,2,"1,964",TRUE,"6,534",24
63 W Bordeaux Ln,93619,ul-20,"315,000",3,2.75,"1,546",TRUE,"3,036",17
1066 La Canada Ave,93619,ul-20,"343,100",3,2,"1,515",TRUE,"6,359",2021
968 Purdue Ave,93611,ul-20,"279,000",3,2,"1,526",TRUE,"7,501",45
4773 N Pinebury Way,93619,ul-20,"430,000",5,3,"3,100",TRUE,"8,276",20
616 Houston Ave,93611,ul-20,"562,500",4,3,"3,063",TRUE,0.29 a,21
4268 Salem Ln,93619,ul-20,"384,000",3,2,"1,870",TRUE,"5,279",6
711 W Lisbon Ln,93619,ul-20,"295,000",2,2,"1,271",TRUE,"3,310",16
2912 Paula Dr,93612,ul-20,-1,3,2,"1,100",TRUE,"5,998",53
711 Woodworth Ave,93612,ul-20,"280,000",3,2,"1,375",TRUE,"7,492",27
4005 Harlan Ranch Blvd,93619,ul-20,"290,000",2,2.5,"1,300",TRUE,-1,2021
616 Houston Ave,93611,ul-20,"562,500",4,3,"3,063",TRUE,0.29 a,21
2912 Paula Dr,93612,ul-20,-1,3,2,"1,100",TRUE,"5,998",53
3319 Poe Ave,93619,ul-20,"361,500",3,2,"1,621",TRUE,"5,998",12
2321 Magill Ave,93611,ul-20,"472,000",6,3.25,"3,038",TRUE,"8,494",21
245 Mitchell Ave,93612,ul-20,"230,000",3,1.75,"1,008",TRUE,"7,217",60
555 W Alamos Ave,93612,ul-20,"340,000",5,2.75,"2,222",TRUE,0.41 a,44
3602 E Shepherd Ave,93619,ul-20,"350,000",3,1.5,"1,400",TRUE,1.01 a,57
630 W Ashcroft Ave,93612,ul-20,"210,000",3,1.75,"1,244",TRUE,"6,316",50
915 Purdue Ave,93611,Jun-20,"285,000",4,2,"1,750",TRUE,"6,699",45
