Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
1255 Bullard Ave,93612,ar-20,"340,000",3,1.75,"1,863",TRUE,"9,718",49
2254 Roberts Ave,93611,ar-20,"350,000",4,2,"2,016",TRUE,"7,527",28
738 Century Ln,93612,ar-20,"369,000",5,3,"2,200",TRUE,"4,159",16
2831 Morris Ave,93611,ar-20,"387,000",4,2,"2,119",TRUE,"10,018",17
607 W Omaha Ave,93619,ar-20,"730,000",4,3,"3,154",TRUE,0.31 a,19
1838 Cougar Ln,93611,ar-20,"247,000",2,2,"1,704",TRUE,"3,510",42
607 W Omaha Ave,93619,ar-20,"730,000",4,3,"3,154",TRUE,0.31 a,19
29786 Thunderbird Rd,93619,ar-20,"765,000",3,3,"3,468",TRUE,41.06 a,9
428 Burgan Ave,93611,ar-20,"318,000",3,2,"1,740",TRUE,"7,405",43
623 W Antonio Dr,93612,ar-20,"270,000",3,2,"1,483",TRUE,"6,899",45
2817 Lincoln Ave,93611,ar-20,"430,000",4,3,"2,404",TRUE,"10,018",18
2312 Trenton Ave,93619,ar-20,"530,000",4,3,"3,599",TRUE,"7,736",19
168 W Indianapolis Ave,93612,ar-20,"243,000",3,1.75,"1,144",TRUE,"6,677",48
1658 Tollhouse Ln,93611,ar-20,"290,000",3,2,"1,736",TRUE,"2,082",35
3060 Morris Ave,93619,ar-20,"413,000",4,3,"2,378",TRUE,"4,957",7
1344 Royalty Way,93619,ar-20,"270,000",3,2.5,"1,413",TRUE,"2,134",4
3030 Glacier Ln,93619,ar-20,"275,000",2,2.5,"1,470",TRUE,"2,269",5
2879 Poe Ave,93611,ar-20,"475,000",5,3,"3,443",TRUE,"8,400",16
23224 Granite Creek Ln,93619,Feb-20,"118,000",3,1.75,"2,110",TRUE,5.10 a,2021
1795 Barstow Ave,93611,Feb-20,"275,000",4,2.5,"2,185",TRUE,0.30 a,41
7931 Chamise Ave,93619,Feb-20,"819,000",5,3,"3,075",TRUE,2.00 a,15
1709 N Serento Ln,93619,Feb-20,"265,000",2,2,"1,271",TRUE,"3,049",17
466 Richmond Ave,93619,Feb-20,-1,3,3.25,"3,154",TRUE,"10,018",17
1193 Spruce Ave,93611,Feb-20,"358,000",3,2,"1,767",TRUE,"7,840",26
377 Evergreen Ave,93611,Feb-20,"330,000",3,2,"2,396",TRUE,"8,433",29
1513 Laverne Ave,93611,Feb-20,-1,3,2,"1,705",TRUE,"9,374",42
2692 Fremont Ave,93611,Feb-20,"323,000",3,2,"1,612",TRUE,"6,446",25
1795 Barstow Ave,93611,Feb-20,"275,000",4,2.5,"2,185",TRUE,0.30 a,41
23224 Granite Creek Ln,93619,Feb-20,"118,000",3,1.75,"2,110",TRUE,5.10 a,2021
1709 N Serento Ln,93619,Feb-20,"265,000",2,2,"1,271",TRUE,"3,049",17
5656 E Lebanon Ave,93619,Feb-20,"625,000",4,3,"3,088",TRUE,2.54 a,40
3008 Wrenwood Ave,93619,Feb-20,"480,000",5,3,"2,609",TRUE,"9,997",9
2143 Boccioni Ln,93611,Feb-20,-1,3,2.5,"1,472",TRUE,"1,428",12
2562 Bellaire Way,93611,Feb-20,"385,000",4,3,"2,293",TRUE,0.25 a,22
1405 Fordham Ave,93611,Feb-20,-1,3,1.75,"1,594",TRUE,"6,490",45
1775 Purvis Ave,93611,Feb-20,"250,000",3,1.75,"1,453",TRUE,"7,004",45
542 W Alamos Ave,93612,Feb-20,"345,000",5,2.75,"2,222",TRUE,"6,599",44
3525 Hermosa Ave,93619,Feb-20,"515,000",4,3,"2,700",TRUE,"9,038",3
5095 N Shockley Ave,93619,Feb-20,-1,3,3.25,"3,668",TRUE,2.00 a,15
2212 Golden Ave,93611,Feb-20,"274,500",3,2,"1,323",TRUE,"5,488",20
2526 Applegate Ave,93611,Feb-20,"394,999",4,3,"2,315",TRUE,"7,501",21
3103 Richert Ave,93619,Feb-20,"295,000",4,3,"1,888",TRUE,"6,708",8
1026 Lindsay Ln,93619,Feb-20,"435,000",4,2.75,"2,034",TRUE,"5,270",2021
1918 Harvard Ave,93612,Feb-20,"305,000",3,3,"1,905",TRUE,"6,577",56
6684 N Highland Ave,93619,Feb-20,"635,000",4,3.5,"2,658",TRUE,8.34 a,35
857 Lemieux Ln,93619,Feb-20,-1,3,2.75,"2,137",TRUE,"3,267",14
1618 N Piccadilly Ln,93619,Feb-20,"500,000",4,3,"3,028",TRUE,"7,487",6
3246 Portland Ave,93619,Feb-20,"589,500",4,3,"3,700",TRUE,"7,927",1
1682 N Ryan Ave,93619,Feb-20,-1,5,3.5,"3,104",TRUE,"6,446",2021
2870 Claremont Ave,93611,Feb-20,"306,000",4,2,"1,826",TRUE,"8,102",40
3932 Chessa Ln,93619,Feb-20,"280,000",3,2,"1,369",TRUE,"4,499",9
1036 Lindsay Ln,93619,Feb-20,"467,500",4,4,"2,316",TRUE,"5,270",3
1036 Lindsay Ln,93619,Feb-20,"467,500",4,4,"2,316",TRUE,"5,270",3
380 N Argyle Ave,93612,Feb-20,-1,3,1.75,"1,210",TRUE,"6,577",20
2870 Claremont Ave,93611,Feb-20,"306,000",4,2,"1,826",TRUE,"8,102",40
2763 Hornet Ave,93611,Feb-20,"439,000",7,4.5,"3,593",TRUE,"6,969",17
2263 Soledad Ave,93619,Feb-20,"370,000",4,2.5,"2,244",TRUE,"5,201",4
3487 Brimhall Ln,93619,Feb-20,"325,000",3,2,"1,559",TRUE,"4,003",3
4043 San Gabriel Ave,93619,Feb-20,"340,000",4,2.5,"2,223",TRUE,"3,898",3
603 Rall Ave,93612,Feb-20,"252,500",3,2,"1,130",TRUE,"5,998",64
1500 Villa Ave #90,93612,Feb-20,"37,000",2,1,960,TRUE,-1,48
1436 Roberts Ave,93611,Feb-20,"252,000",3,2,"1,307",TRUE,"6,534",46
3187 Fine Ave,93612,Feb-20,"255,000",3,2,"1,420",TRUE,"9,147",49
1758 N Osmun Ave,93619,Feb-20,"455,000",3,3,"2,265",TRUE,"6,242",14
1745 Fordham Ave,93611,Feb-20,"221,500",3,2,"1,427",TRUE,0.33 a,46
1935 Stonebrook Ln,93611,Feb-20,-1,3,2,"1,681",TRUE,"4,922",20
517 W Beverly Dr,93612,Feb-20,"222,000",3,2,"1,075",TRUE,"6,499",60
1731 Rall Ave,93611,Feb-20,"200,000",3,2,"1,271",TRUE,"9,120",42
854 McKelvy Ave,93611,Feb-20,"340,000",3,2,"1,660",TRUE,"7,875",26
28707 Sulphur Springs Rd,93626,Feb-20,"295,000",4,2.75,"1,937",TRUE,"7,425",14
2325 Swift Ave,93611,Feb-20,"480,000",4,3,"2,782",TRUE,0.72 a,44
1560 N Dewitt Ave,93619,Feb-20,"706,500",4,3,"3,154",TRUE,0.25 a,17
1444 Mosaic Way,93619,Feb-20,"300,000",3,2,"1,600",TRUE,"2,182",7
1738 N Whitmore Ave,93619,Feb-20,"620,000",5,3.5,"3,243",TRUE,"7,581",0
1632 Harvard Ave,93612,Feb-20,"240,000",3,1.75,"1,330",TRUE,"6,599",56
1012 Las Rosas Ave,93619,Feb-20,"390,000",4,2.5,"1,900",TRUE,"7,840",2021
1384 Royalty Way,93619,Feb-20,"268,000",3,2.5,"1,212",TRUE,4.97 a,4
69 Oak Ave,93611,Feb-20,"345,000",3,2,"1,662",TRUE,"7,405",22
2500 Harvard Ave,93612,Feb-20,"270,000",4,1.75,"1,620",TRUE,"6,481",63
1502 Rall Ave,93611,Feb-20,"302,000",3,2,"1,628",TRUE,"6,499",43
1519 N Rendezvous Way,93619,Feb-20,-1,3,2.25,"1,578",TRUE,"1,785",7
1075 Aqua Dulce,93619,Feb-20,"399,500",4,4,"2,303",TRUE,"7,797",0
489 W Santa Ana Ave #1,93612,Feb-20,"112,000",2,1,810,TRUE,740,49
3781 Griffith Ave,93619,Feb-20,"413,000",4,3,"2,400",TRUE,"9,600",0
2408 Tollhouse Rd,93611,Feb-20,"1,825,000",4,2.25,"2,294",TRUE,3.65 a,43
5869 N Bethel Ave,93619,Feb-20,"600,000",6,2.5,"3,498",TRUE,12.04 a,46
3526 Magnificent Way,93619,Feb-20,"260,000",3,2.5,"1,212",TRUE,"2,051",5
1915 Fairmont Ave,93611,Feb-20,"560,000",5,3,"3,400",TRUE,0.30 a,16
104 Sylmar Ave,93612,Feb-20,"350,000",3,2,"2,052",TRUE,"9,496",34
2231 Magill Ave,93611,Feb-20,"345,000",4,2.75,"1,905",TRUE,"7,562",27
45 San Gabriel Ave,93612,Feb-20,"256,000",3,2,"1,200",TRUE,13.77 a,60
2601 Donner Ave,93612,Feb-20,"225,000",3,1.75,960,TRUE,"7,649",60
1487 Jordan Ave,93611,Feb-20,"727,000",4,4,"3,022",TRUE,"8,751",2021
1076 Carmelita Ave,93619,Feb-20,"483,000",5,4,"3,243",TRUE,"4,950",0
740 N Terry Ave,93611,Feb-20,"415,000",5,3,"2,108",TRUE,"9,888",30
6298 E Shepherd Ave,93619,Feb-20,"510,000",3,1,"1,056",TRUE,5.03 a,59
2529 Whiteash Ave,93619,Feb-20,"420,000",4,3,"2,848",TRUE,"7,840",14
4108 Chessa Ln,93619,Feb-20,"320,000",3,2,"1,580",TRUE,"4,647",9
423 W Vermont Ave,93619,Feb-20,"430,000",3,2,"1,977",TRUE,"7,034",11
6084 N Constellation Ave,93619,Feb-20,"377,500",3,2.5,"1,856",TRUE,1.91 a,48
6084 N Constellation Ave,93619,Feb-20,"377,500",3,2.5,"1,856",TRUE,1.91 a,48
495 W Antonio Dr,93612,Feb-20,"232,000",3,2,"1,413",TRUE,"7,056",43
1475 Wrenwood Ave,93611,Feb-20,"225,000",4,2,"1,252",TRUE,"6,564",46
4073 N Newport Bay,93619,Feb-20,"510,000",4,3,"3,004",TRUE,"8,890",12
1124 Oak Ave,93611,Feb-20,"470,000",4,1,-1,TRUE,"7,405",26
2275 Fairmont Ave,93611,Feb-20,"381,500",4,2.75,"2,130",TRUE,"9,016",23
578 Adler Ave,93612,Feb-20,"449,000",3,3,"2,210",TRUE,0.27 a,39
3225 Rall Ave,93619,Feb-20,"399,000",4,2,"2,287",TRUE,"7,954",14
39 W Powers Ave,93619,Feb-20,"395,000",3,2,"2,031",TRUE,"6,181",14
1536 Tollhouse Ln,93611,Feb-20,"245,000",3,2,"1,445",TRUE,"1,999",35
615 Rall Ave,93612,Feb-20,"220,500",3,2,"1,242",TRUE,"6,000",64
2438 Powers Ave,93619,Feb-20,"491,000",5,3,"2,912",TRUE,"6,847",19
610 W San Gabriel Ave,93612,Feb-20,-1,3,2,"1,350",TRUE,"7,148",54
1052 N Burl Ave,93611,Feb-20,"345,000",4,2,"1,863",TRUE,"7,522",24
745 W Brittany Ln,93619,Feb-20,-1,4,2.5,"1,971",TRUE,"3,049",16
1868 N Regent Ln,93619,Feb-20,"450,000",4,3,"2,257",TRUE,0,6
3548 Significant Way,93619,Feb-20,"263,000",3,3,"1,212",TRUE,"2,178",5
9077 N Fowler Ave,93619,Feb-20,"615,000",4,3,"2,800",TRUE,3.00 a,41
802 Hanson Ave,93611,Feb-20,"329,000",3,2,"1,620",TRUE,"5,998",24
2629 Sunnyside Ave,93611,Feb-20,"100,000",3,1.75,"1,428",TRUE,"7,100",43
21698 Tollhouse Rd,93619,Feb-20,"240,000",4,2,"2,151",TRUE,5.53 a,84
1014 Harvard Ave,93612,Feb-20,"241,000",3,1.5,"1,352",TRUE,0.27 a,48
10890 N Armstrong Ave,93619,Feb-20,"1,200,000",3,1.75,"1,942",TRUE,12.50 a,29
654 W Bedford Ave,93611,Feb-20,-1,3,2,"1,923",TRUE,"7,448",28
1738 N Osmun Ave,93619,Feb-20,"380,000",3,2,"1,800",TRUE,"6,098",14
3268 Powers Ave,93619,Feb-20,"529,000",6,4,"3,715",TRUE,"8,751",15
2764 Austin Ave,93611,Feb-20,-1,4,2.25,"2,106",TRUE,"8,668",20
377 N Amedeo Ln,93611,Feb-20,"210,000",2,2,"1,140",TRUE,"1,306",12
1352 Joy Dr,93619,Feb-20,"260,000",3,2.5,"1,212",TRUE,"2,051",4
1844 Celeste Ave,93611,Feb-20,-1,3,2,"1,734",TRUE,"10,018",32
1627 McKelvy Ave,93611,Feb-20,"350,000",5,3,"2,262",TRUE,"7,920",28
7777 N Sanders Ave,93619,Feb-20,"500,000",4,2.25,"2,506",TRUE,2.39 a,33
3238 Poe Ave,93619,Feb-20,"455,000",5,4.5,"3,337",TRUE,"6,298",6
3456 Carmelita Ave,93619,Feb-20,"357,500",3,2,"1,870",TRUE,"4,948",2021
1612 N Villa Ave,93619,Feb-20,"420,000",3,2,"1,868",TRUE,"8,624",18
637 W Chennault Ave,93611,eb-20,"455,000",4,3,"2,807",TRUE,"9,430",26
2125 Lester Ave,93619,eb-20,"492,000",4,4,"2,914",TRUE,"7,318",17
933 W Pat Ct,93612,eb-20,"250,000",3,1.75,"1,601",TRUE,"7,139",52
1508 N Dara Ave,93619,eb-20,"267,500",3,2.5,"1,203",TRUE,"1,799",9
3859 Richmond Ave,93619,eb-20,"492,000",3,2,"1,508",TRUE,"3,200",12
3288 Junipero Ave,93619,eb-20,"406,780",4,3,"2,399",TRUE,"5,039",2021
2466 Junipero Ave,93619,eb-20,"418,000",4,3,"2,697",TRUE,"6,499",3
10475 E Lylewood Way,93619,eb-20,"425,000",5,4,"3,224",TRUE,"7,200",20
10803 E Clearwater Way,93619,eb-20,"505,000",3,2.25,"1,497",TRUE,"7,013",19
4030 Trenton Ave,93619,eb-20,"334,000",4,2.75,"1,687",TRUE,"2,482",11
4002 Trenton Ave,93619,eb-20,"245,000",2,2.5,"1,300",TRUE,"2,482",12
3225 Burl Ave,93611,eb-20,"400,000",4,3,"2,495",TRUE,"9,692",8
2510 Mustang Dr,93612,eb-20,"285,000",3,2.5,"1,400",TRUE,"2,178",2
6387 E Silaxo Rd,93619,eb-20,"475,000",3,1.75,"2,248",TRUE,4.98 a,43
26638 Twin Ponds Rd,93619,eb-20,"260,000",3,1.75,"1,464",TRUE,2.02 a,41
1447 Morris Ave,93611,eb-20,"285,000",3,1.75,"1,440",TRUE,"8,755",39
801 W Alamos Ave,93612,eb-20,"262,000",3,2,"1,288",TRUE,"6,499",59
109 W Swift Ave,93612,eb-20,"250,000",3,2,"1,144",TRUE,"7,148",48
922 La Jolla Ave,93619,eb-20,"345,000",3,2,"1,515",TRUE,"6,655",5
1324 Shirley Ave,93611,eb-20,"247,952",3,2,"1,414",TRUE,"6,969",21
3450 Hermosa Ave,93619,eb-20,"491,000",4,3,"2,658",TRUE,"8,457",2
1373 Joy Dr,93619,eb-20,"290,000",3,2.75,"1,648",TRUE,"2,051",3
524 W Swift Ave,93612,eb-20,"235,000",3,2,"1,248",TRUE,"6,825",47
187 N Argyle Ave,93612,eb-20,"280,000",3,2,"1,234",TRUE,"6,825",32
1994 Applegate Ave,93611,eb-20,"436,000",4,2.5,"2,624",TRUE,"7,901",16
1342 Cypress Ave,93611,eb-20,"300,000",3,3,"1,553",TRUE,0.35 a,33
2622 Blackwood Ave,93619,eb-20,"380,000",4,2,"2,119",TRUE,"7,919",15
328 W Fallbrook Ave,93611,eb-20,"327,000",4,2.5,"2,033",TRUE,"4,874",28
3375 Roberts Ave,93619,eb-20,"346,000",4,2,"1,766",TRUE,"8,341",5
69 W Powers Ave,93619,Jan-20,-1,3,2.25,"2,265",TRUE,"6,229",17
5045 N Marjan Ave,Clovis,Jan-20,"285,000",4,2,"2,300",TRUE,-1,2021
69 W Powers Ave,93619,Jan-20,-1,3,2.25,"2,265",TRUE,"6,229",17
1480 N Dara Ave,93619,Jan-20,"264,000",3,2.5,"1,203",TRUE,"2,278",9
3922 Sussex Ave,93737,Jan-20,"453,000",3,2.5,"2,528",TRUE,-1,2021
2220 Sylmar Ave,93612,Jan-20,"500,000",8,4,"3,424",TRUE,"10,497",43
2163 San Marino Ave,93619,Jan-20,"378,500",4,2.5,"2,223",TRUE,"4,425",2
490 McArthur Ave,93611,Jan-20,"249,500",3,1.75,"1,373",TRUE,"9,975",43
1622 Oxford Ave,93612,Jan-20,"217,000",3,2,"1,279",TRUE,"6,534",56
2110 Helm Ave #16,93612,Jan-20,"35,001",2,1,-1,TRUE,-1,36
3842 Hannah Ln,93619,Jan-20,"350,000",3,2,"1,855",TRUE,"5,000",2
1467 Purvis Ave,93611,Jan-20,-1,3,2.25,"1,804",TRUE,"7,274",33
1705 Finchwood Ave,93611,Jan-20,"344,000",3,1.75,"1,837",TRUE,"8,598",43
126 Pico Ave,93612,Jan-20,"247,000",3,1.75,"1,155",TRUE,"6,298",49
3096 Minnewawa Ave,93612,Jan-20,"198,000",3,2,"1,268",TRUE,"6,298",48
2710 Lind Ave,93612,Jan-20,"245,000",6,3,"2,800",TRUE,"7,840",40
4097 Bellaire Ave,93737,Jan-20,"354,500",3,2,-1,TRUE,"4,486",1
721 W Fontaine Ln,93619,Jan-20,"330,000",4,3,"1,730",TRUE,"3,049",16
2993 Ashcroft Ave,93611,Jan-20,"445,500",4,3,"2,573",TRUE,0.26 a,13
1235 Cindy Ave,93612,Jan-20,"238,000",3,1.5,"1,308",TRUE,"6,799",60
708 Whitmore Ave,93619,Jan-20,"380,000",4,3,"2,379",TRUE,"4,356",8
3474 Brimhall Ln,93619,Jan-20,"345,000",3,3,"1,933",TRUE,"3,920",3
1906 Alamos Ave,93611,Jan-20,"355,000",4,2,"2,210",TRUE,"10,402",41
1235 N Minnewawa Ave,93619,Jan-20,-1,3,1.75,"2,795",TRUE,8.96 a,75
1697 Willow Ave,93612,Jan-20,"225,000",3,2,"1,760",TRUE,"2,526",39
4118 Trenton Ave,93619,Jan-20,"270,000",2,2.5,"1,300",TRUE,"2,482",10
1606 Sussex Ave,93611,Jan-20,"250,000",3,1.75,"1,326",TRUE,"7,535",42
1536 Donner Ave,93611,Jan-20,"268,000",3,2,"1,311",TRUE,"7,562",38
747 W Chennault Ave,93611,Jan-20,"295,000",3,2.25,"1,668",TRUE,"9,496",27
1511 Herring Ln,93619,Jan-20,"330,000",3,3,"1,933",TRUE,"4,421",4
33 W Bohemia Ln,93619,Jan-20,"298,000",3,3,"1,601",TRUE,"3,049",16
1620 N Bush Ave,93619,Jan-20,"537,500",4,2,"2,726",TRUE,"10,031",18
2874 Whitmore Ave,93619,Jan-20,"350,000",4,3,"2,428",TRUE,"8,276",15
3497 Mecca Ave,93619,Jan-20,"369,000",4,4,"2,245",TRUE,"4,159",6
2858 Rall Ave,93611,Jan-20,"315,000",4,2,"1,642",TRUE,"7,797",17
3446 Carmelita Ave,93619,Jan-20,"322,000",3,2,"1,580",TRUE,"4,499",2021
3459 Park Ave,93611,Jan-20,"329,000",3,2.75,"1,894",TRUE,"4,782",3
784 N Armstrong Ave,93611,Jan-20,-1,3,1.75,"1,755",TRUE,2.31 a,57
11990 Auberry Rd,93619,Jan-20,-1,3,1.75,"2,724",TRUE,78.19 a,48
1104 Pistachio Ave,93611,Jan-20,"310,000",3,2,"1,555",TRUE,"7,500",31
2545 Escalon Ave,93611,Jan-20,"282,000",3,2,"1,436",TRUE,"7,623",32
3011 Carson Ave,93611,Jan-20,"331,000",3,2,"1,649",TRUE,"7,540",18
4841 Stetson Rd,93619,Jan-20,-1,7,3.75,"4,516",TRUE,4.99 a,40
331 W Chennault Ave,93611,Jan-20,-1,3,2.25,"1,385",TRUE,"7,056",25
3255 Del Dios Ave,93619,Jan-20,"315,000",3,2,"1,504",TRUE,"4,350",7
8705 E Shaw Ave,93619,Jan-20,-1,4,1.75,"1,637",TRUE,0.93 a,73
3633 Sabre Ave,93612,Jan-20,"260,000",3,2,"1,380",TRUE,"5,000",26
1822 Morris Ave,93611,Jan-20,"390,000",4,2,"2,600",TRUE,"10,450",30
157 Minarets Ave,93611,Jan-20,-1,4,2,"1,900",TRUE,"8,738",23
1621 Dovewood Ave,93611,Jan-20,"322,000",3,1.75,"1,837",TRUE,"8,001",43
3276 Carmelita Ave,93619,Jan-20,"360,000",4,4,"2,245",TRUE,"4,356",7
1523 N Strada Way,93619,Jan-20,"290,000",3,2.5,"1,578",TRUE,"1,800",9
1755 Barstow Ave,93611,Jan-20,"325,000",4,2,"2,001",TRUE,"9,718",44
8503 E Bullard Ave,93619,Jan-20,"6,555,000",3,1.75,"2,052",TRUE,17.21 a,60
219 Athens Ave,93611,Jan-20,"390,000",3,2,"2,162",TRUE,"8,324",21
751 Leonard Ave,93619,Jan-20,"6,555,000",3,2,"1,536",TRUE,18.22 a,32
605 Heritage Ave,93619,Jan-20,"740,000",5,3,"3,400",TRUE,0.27 a,17
52 Timmy Ave,93612,Jan-20,"392,500",3,2,"2,025",TRUE,"9,504",33
3116 Fine Ave,93612,Jan-20,"238,000",3,2,"1,100",TRUE,"6,098",49
1453 Fallbrook Ave,93611,Jan-20,"295,000",3,1.75,"1,467",TRUE,"6,198",27
1717 N Megan Ave,93619,Jan-20,-1,3,2,"2,007",TRUE,"5,357",2
2750 Holland Ave,93611,Jan-20,"420,000",5,3,"3,216",TRUE,"8,947",16
456 Gateway Ave,93612,Jan-20,"340,000",3,2,"2,126",TRUE,"9,618",32
1501 Barstow Ave,93611,Jan-20,"290,000",4,2,"1,586",TRUE,"10,001",44
2573 Scott Ave,93611,Jan-20,"460,000",5,3,"2,815",TRUE,"10,010",28
1165 N Chapel Hill Ave,93611,Jan-20,"51,000",5,2.5,"2,101",TRUE,"9,147",28
3427 Carmelita Ave,93619,Jan-20,"330,000",3,2,"1,580",TRUE,"4,525",2021
503 W Vermont Ave,93619,Jan-20,"449,500",3,2,"2,194",TRUE,"6,507",11
2955 Donner Ave,93611,Jan-20,"308,500",3,2.5,"1,890",TRUE,"4,752",15
804 Fremont Ave,93612,Jan-20,-1,3,2,"2,096",TRUE,"7,318",21
2955 Donner Ave,93611,Jan-20,"308,500",3,2.5,"1,890",TRUE,"4,752",15
640 W Lisbon Ln,93619,Jan-20,"304,000",4,3,"1,576",TRUE,"3,219",16
1760 N Aldaron Ln,93619,Jan-20,"280,000",3,3,"1,503",TRUE,"3,484",18
45 W Brittany Ln,93619,Jan-20,-1,3,2.5,"1,503",TRUE,"3,036",17
40 W Gettysburg Ave,93612,Jan-20,"236,500",3,2,"1,328",TRUE,"7,562",47
1980 N Tuscany Ln,93619,Jan-20,-1,3,2.5,"1,616",TRUE,"3,310",16
811 W Alamos Ave,93612,Jan-20,"220,000",3,1.75,"1,075",TRUE,"5,998",59
3762 Wrenwood Ave,93619,Jan-20,"330,000",3,2,"1,515",TRUE,"5,998",4
2954 Twain Ave,93611,Jan-20,"334,000",3,2,"1,703",TRUE,"7,562",17
2563 Barstow Ave,93611,Jan-20,"300,000",3,2,"1,528",TRUE,"9,000",30
3335 Hornet Ave,93611,Jan-20,"375,000",3,3,"2,133",TRUE,"7,840",18
860 N Bush Ave,93611,Jan-20,"300,000",3,2.5,"1,550",TRUE,"5,972",26
22322 Broken Oak Ln,93619,Jan-20,"160,000",3,2,"1,440",TRUE,5.13 a,47
3257 Descanso Ave,93619,Jan-20,"309,000",4,2.5,"1,945",TRUE,"2,813",4
2266 Richert Ave,93611,Jan-20,"545,000",6,4.5,"3,484",TRUE,0.36 a,7
1304 Royalty Way,93619,Jan-20,"265,000",3,2.5,"1,413",TRUE,"2,164",4
617 Everglade Ave,93619,Jan-20,"383,000",3,2,"2,180",TRUE,"6,464",13
2481 Serena Ave,93619,Jan-20,"575,000",5,3,"2,912",TRUE,0.28 a,17
488 W San Jose Ave,93612,Jan-20,"225,000",3,1.5,"1,336",TRUE,"6,400",60
4504 N Heron Way,93619,Jan-20,"580,000",4,3,"2,820",TRUE,"10,350",16
1625 Tollhouse Ln,93611,Jan-20,-1,2,2,"1,345",TRUE,"1,880",35
2107 Keats Ave,93611,Jan-20,"300,000",4,1.75,"1,748",TRUE,"8,015",36
2702 Mitchell Ave,93611,Jan-20,-1,3,2,"1,075",TRUE,"6,577",26
187 Moody Ave,93619,Jan-20,"485,000",5,2,"2,261",TRUE,"8,624",15
1810 N Sanders Ave,93619,Jan-20,"530,000",4,2.75,"2,856",TRUE,"8,232",13
2436 Moody Ave,93619,Jan-20,"389,500",4,2,"2,029",TRUE,"6,059",19
1944 N Larose Ln,93619,Jan-20,"300,000",3,2.5,"1,464",TRUE,"3,249",13
11033 E Crown Rdg,93619,Jan-20,"480,000",6,4,"3,488",TRUE,0.37 a,17
3050 Serena Ave,93619,Jan-20,-1,3,2.25,"2,145",TRUE,"8,363",16
971 N Orangewood Ave,93611,Jan-20,"525,000",4,3,"2,762",TRUE,"10,241",19
244 Filbert Ave,93611,Jan-20,"330,000",3,3,"1,596",TRUE,"8,999",33
68 N McKelvy Ave,93611,Jan-20,"353,000",3,2,"1,603",TRUE,"8,446",31
2551 Los Altos Ave,93611,Jan-20,"317,000",3,2,"1,505",TRUE,"7,474",31
3477 Carmelita Ave,93619,Jan-20,"373,500",4,3,"2,013",TRUE,"5,331",6
2840 Norwich Ave,93611,Jan-20,"505,000",4,3,"2,573",TRUE,0.28 a,15
2432 Fairmont Ave,93611,an-20,"459,000",4,3,"2,060",TRUE,0.35 a,20
3591 Buckingham Ave,93619,an-20,"355,000",4,4,"2,245",TRUE,"7,952",7
3047 Browning Ave,93619,an-20,"327,000",3,2,"1,761",TRUE,"4,499",9
1354 Royalty Way,93619,an-20,"255,000",3,2.5,"1,212",TRUE,"2,164",4
171 W Warwick Ave,93619,an-20,"495,000",4,1.75,"2,290",TRUE,0.25 a,19
261 W Fremont Ave,93612,an-20,"300,000",3,1.75,"1,688",TRUE,"8,372",30
142 W Swift Ave,93612,an-20,"265,000",3,2,"1,614",TRUE,"7,840",48
652 N Burl Ave,93611,an-20,"360,000",4,3,"2,236",TRUE,"7,631",26
614 Loyola Ave,93619,an-20,"475,000",3,3,"2,261",TRUE,"8,624",16
11082 E Greenbury Way,93619,an-20,"355,000",3,2.5,"1,942",TRUE,"9,461",15
1755 Donner Ave,93611,an-20,-1,3,2,"1,340",TRUE,"9,016",36
1629 Megan Ave,93611,an-20,"380,000",3,2,"2,030",TRUE,"10,397",16
344 N Raphael Ln,93611,an-20,"242,000",3,2.75,"1,658",TRUE,"1,759",12
1782 Hampton Ave,93611,an-20,"263,000",3,2,"1,320",TRUE,"7,318",42
1984 N Pamela Ave,93619,an-20,"570,000",4,3.5,"2,696",TRUE,"9,374",12
1984 N Pamela Ave,93619,an-20,"570,000",4,3.5,"2,696",TRUE,"9,374",12
5107 E Lexington Ave,93619,an-20,"1,125,000",6,5,"5,308",TRUE,2.00 a,23
636 W Venice Ln,93619,an-20,"323,000",4,3,"1,979",TRUE,"3,174",15
3304 E Via Monte Verdi Ave,93619,an-20,"975,000",4,4,"4,474",TRUE,0.37 a,18
2219 Coventry Ave,93611,an-20,"293,000",4,1,-1,TRUE,"5,662",15
3156 Indianapolis Ave,93619,an-20,"435,000",4,4,"3,109",TRUE,"7,840",15
2158 La Canada Ave,93619,an-20,"327,500",3,2,"1,899",TRUE,"5,000",2
150 W Wyndover Ave,93611,an-20,"585,000",4,3,"2,876",TRUE,"9,918",18
3534 Bellaire Ave,93619,an-20,"330,000",3,2.5,"1,833",TRUE,"4,334",6
3684 Eddy Ave,93612,an-20,"245,000",3,2,"1,458",TRUE,"6,500",34
452 Timmy Ave,93612,an-20,"324,500",3,2,"2,052",TRUE,"8,738",40
2657 Joshua Ave,93611,an-20,-1,3,2.25,"2,733",TRUE,0.32 a,27
1460 Gibson Ave,Clovis,an-20,-1,5,1,-1,TRUE,-1,2021
66 W Prescott Ave,93619,an-20,"450,000",3,3.5,"2,721",TRUE,"6,181",16
15264 Oak Creek Rd,93651,an-20,"799,500",3,3,"3,593",TRUE,10.00 a,22
3324 Amanecer Ave,93619,an-20,"302,000",3,2,"1,702",TRUE,"3,850",4
